digest,model,family,size,params_m,align,protocol,stream,view,axis,cell,theta_lo,theta_hi,tilt,n_frames,n_px_mean,AbsRel,SqRel,RMSE,RMSElog,log10,delta1,delta2,delta3,scale_ratio,raw_scale_ratio,gt_median,gt_std,gt_spread,pen
601fcb22767e,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,real,fisheye,theta,50-55,50.0,55.0,,300,36246,0.147288,0.065994,0.415876,0.321687,0.070323,0.841876,0.935513,0.963391,0.948888,1.960615,1.644695,1.088812,0.984485,2.0484
601fcb22767e,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,real,rect,theta,0-10,0.0,10.0,,300,7916,0.048438,0.026566,0.299520,0.107143,0.021125,0.968367,0.987227,0.994744,0.991236,2.248241,2.956417,0.639849,0.286065,1.7724
601fcb22767e,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,real,rect,theta,10-20,10.0,20.0,,300,25837,0.049139,0.023508,0.274941,0.104047,0.021092,0.967708,0.988231,0.995302,0.988081,2.232965,2.792892,1.014755,0.597736,1.7724
601fcb22767e,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,real,rect,theta,20-30,20.0,30.0,,300,51155,0.048852,0.019963,0.249376,0.101342,0.020679,0.969233,0.989420,0.995340,0.987726,2.220495,2.584882,1.171168,0.709956,1.7724
601fcb22767e,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,real,rect,theta,30-40,30.0,40.0,,300,94542,0.059372,0.024984,0.277335,0.124692,0.024924,0.953074,0.981692,0.992458,0.988944,2.204632,2.282202,1.211766,0.814229,1.7724
601fcb22767e,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,real,rect,theta,40-50,40.0,50.0,,300,85817,0.069634,0.030088,0.318878,0.158421,0.030292,0.938020,0.974098,0.988092,0.993896,2.188654,1.979888,1.173882,0.897575,1.7724
601fcb22767e,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,real,rect,theta,50-55,50.0,55.0,,300,2940,0.085849,0.037463,0.318905,0.201606,0.037888,0.919572,0.962082,0.980322,1.002108,2.179579,2.012458,1.050907,0.734966,1.7724
601fcb22767e,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,synthetic,fisheye,theta,0-10,0.0,10.0,,300,4938,0.067765,0.040903,0.329671,0.110751,0.028323,0.971016,0.990601,0.996091,1.008486,2.723965,2.954797,0.640788,0.287607,2.1082
601fcb22767e,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,synthetic,fisheye,theta,10-20,10.0,20.0,,300,16010,0.069177,0.035535,0.322050,0.118697,0.029795,0.964075,0.989020,0.995162,1.010249,2.690454,2.792758,1.014439,0.597307,2.1082
601fcb22767e,da3_large,Depth-Anything-3,Large,410.94,scale_shift,radial,synthetic,fisheye,theta,20-30,20.0,30.0,,300,29929,0.071246,0.032646,0.300232,0.139804,0.031442,0.953515,0.985756,0.992668,1.013886,2.650518,2.586297,1.170639,0.709415,2.1082
