model,dataset,protocol,arm,context,pos_name,pos_lo,pos_hi,depth_lo,depth_hi,n,AbsRel,SqRel,delta1,gt_mean,gt_std,scale_ratio
vggt_1b,aea,radial,raw,1,theta,30.0,40.0,0.7978515625,1.1259765625,26692.0,0.16353398834555824,0.09441218653291383,0.8220065937359509,0.968026999106708,0.09358759182728608,1.3118252430768569
vggt_1b,aea,radial,raw,1,theta,30.0,40.0,1.1259765625,1.474609375,27291.0,0.12393209761668599,0.05688853726192587,0.86955406544282,1.2907358710289105,0.099289454166925,1.533913632196076
vggt_1b,aea,radial,raw,1,theta,30.0,40.0,1.474609375,2.18359375,41634.0,0.10738258732151935,0.05469328649260985,0.8859585915357641,1.790273621394173,0.1879289918381883,1.488977954777084
vggt_1b,aea,radial,raw,1,theta,30.0,40.0,2.18359375,inf,32581.0,0.14793589727685627,0.21809795317203445,0.7711549676191646,3.0842028808968416,1.5098916281250474,2.3836576083241465
vggt_1b,aea,radial,raw,1,theta,40.0,50.0,0.0,0.7978515625,38735.0,0.2847446864993475,0.14633448605585933,0.7140054214534659,0.5468014489731913,0.17160136912763907,0.8598709376210162
vggt_1b,aea,radial,raw,1,theta,40.0,50.0,0.7978515625,1.1259765625,38053.0,0.1935899489125932,0.10031522952543062,0.7420177121383333,0.9664740188643143,0.0949437492599284,1.3552920488850082
vggt_1b,aea,radial,raw,1,theta,40.0,50.0,1.1259765625,1.474609375,44467.0,0.1679185677555283,0.07936380059093859,0.825151235747858,1.2952035752988171,0.10015107640362396,1.1047235714180712
vggt_1b,aea,radial,raw,1,theta,40.0,50.0,1.474609375,2.18359375,39815.0,0.11764929025775704,0.05106430330638611,0.8825065929925907,1.7311558879740676,0.19739273891652942,1.390300410999672
vggt_1b,aea,radial,raw,1,theta,40.0,50.0,2.18359375,inf,20054.0,0.1645988598297381,0.2710269049818148,0.7631395232871248,2.955709038720455,1.9524315654165436,2.3133370743339166
vggt_1b,aea,radial,raw,1,theta,50.0,55.0,0.0,0.7978515625,26580.0,0.3183884089815168,0.15184013866521337,0.6250188111361926,0.569323041584368,0.1588253090203517,0.966935593216973
